,Unnamed: 0,player,age,days/week,run_type,km/day,shoes_type,place,mileage,wear_rate_tolerate,hurt_rate
68,68,69,65,5,D,26,Basketball,park,539,0.3,0.99
69,69,70,23,1,E,32,Running,street,596,0.15,0.11
70,70,71,26,5,C,13,Basketball,street,714,0.13,0.09
71,71,72,64,4,B,3,Running,Forest,218,0.3,0.95
72,72,73,61,5,E,41,Basketball,playground,381,0.38,0.94
73,73,74,56,3,E,36,Running,Forest,312,0.3,0.64
74,74,75,69,5,B,3,Badminton,park,381,0.1,0.91
75,75,76,34,3,E,38,Running,park,571,0.89,0.26
76,76,77,29,0,A,0,Badminton,street,349,0.0,0.0
77,77,78,48,0,A,0,Badminton,grassland,126,0.0,0.0
78,78,79,40,5,B,8,Badminton,playground,385,0.39,0.24
79,79,80,73,6,B,6,Badminton,street,394,0.22,0.97
80,80,81,26,5,D,21,Basketball,street,697,0.7,0.13
81,81,82,62,1,B,5,Running,grassland,239,0.12,0.86
82,82,83,66,4,C,11,Running,park,771,0.88,0.88
83,83,84,39,4,D,26,Running,grassland,209,0.64,0.25
84,84,85,37,4,E,36,Running,playground,379,0.25,0.34
85,85,86,28,0,A,0,Badminton,playground,345,0.0,0.0
86,86,87,36,3,D,23,Running,street,678,0.37,0.32
87,87,88,73,4,D,27,Basketball,grassland,247,0.26,0.8
88,88,89,34,2,B,6,Running,grassland,251,0.22,0.23
89,89,90,38,6,E,34,Badminton,Forest,129,0.47,0.3
90,90,91,18,3,D,29,Badminton,street,444,0.49,0.18
91,91,92,71,1,C,18,Badminton,grassland,190,0.68,0.91
92,92,93,54,0,A,0,Running,Forest,209,0.0,0.0
93,93,94,77,5,C,12,Basketball,playground,316,0.6,0.93
94,94,95,20,2,C,17,Running,street,542,0.33,0.15
95,95,96,24,6,B,8,Running,playground,404,0.91,0.11
96,96,97,38,1,E,40,Basketball,Forest,348,0.2,0.35
97,97,98,63,4,B,2,Running,Forest,235,0.62,0.85
98,98,99,69,5,E,40,Running,street,500,0.32,0.82
99,99,100,50,6,C,17,Badminton,park,415,0.15,0.58
100,100,101,34,5,D,28,Badminton,park,330,0.37,0.3
101,101,102,21,4,E,34,Badminton,grassland,145,0.94,0.09
102,102,103,30,2,B,5,Badminton,Forest,146,0.38,0.09
103,103,104,47,4,E,33,Running,park,626,0.4,0.41
104,104,105,20,0,A,0,Basketball,park,731,0.0,0.0
105,105,106,71,5,C,13,Badminton,Forest,190,0.71,0.9
106,106,107,20,1,C,12,Basketball,park,712,0.39,0.15
107,107,108,24,0,A,0,Badminton,playground,242,0.0,0.0
108,108,109,71,3,E,36,Basketball,grassland,264,0.73,0.95
109,109,110,59,1,E,32,Badminton,Forest,146,0.66,0.65
110,110,111,51,0,A,0,Badminton,playground,296,0.0,0.0
111,111,112,40,3,C,17,Badminton,playground,282,0.59,0.3
112,112,113,52,1,C,14,Running,grassland,320,0.27,0.69
113,113,114,31,0,A,0,Basketball,park,665,0.0,0.0
114,114,115,40,4,C,19,Badminton,playground,246,1.0,0.29
115,115,116,58,4,C,15,Running,street,582,0.56,0.71
116,116,117,51,6,D,21,Running,grassland,384,0.58,0.8
117,117,118,72,1,D,25,Badminton,street,328,0.35,0.84
118,118,119,71,0,A,0,Basketball,playground,329,0.0,0.0
119,119,120,34,3,E,34,Basketball,Forest,384,0.26,0.32
120,120,121,22,0,A,0,Running,park,644,0.0,0.0
121,121,122,60,3,E,37,Running,Forest,346,0.23,0.77
122,122,123,47,3,C,11,Badminton,playground,310,0.67,0.51
123,123,124,75,2,D,24,Badminton,Forest,119,0.88,0.81
124,124,125,52,0,A,0,Badminton,grassland,141,0.0,0.0
125,125,126,69,6,B,2,Badminton,Forest,161,0.34,0.99
126,126,127,62,5,E,37,Badminton,park,496,0.31,0.91
127,127,128,55,2,E,41,Badminton,grassland,156,0.6,0.61
128,128,129,29,0,A,0,Running,grassland,214,0.0,0.0
129,129,130,35,1,E,31,Badminton,grassland,179,0.23,0.39
130,130,131,32,6,D,24,Badminton,park,418,0.14,0.35
131,131,132,25,1,D,21,Running,Forest,372,0.98,0.07
132,132,133,59,6,C,16,Badminton,street,442,0.13,0.67
133,133,134,40,0,A,0,Basketball,park,633,0.0,0.0
134,134,135,19,6,D,21,Badminton,street,364,0.16,0.08
135,135,136,39,0,A,0,Running,playground,315,0.0,0.0
136,136,137,43,5,B,4,Running,playground,482,0.75,0.51
137,137,138,17,4,E,33,Badminton,park,394,0.17,0.0
138,138,139,40,0,A,0,Running,grassland,221,0.0,0.0
139,139,140,25,3,B,7,Badminton,Forest,187,0.87,0.14
140,140,141,25,0,A,0,Basketball,grassland,384,0.0,0.0
141,141,142,18,6,D,28,Badminton,playground,390,0.95,0.16
142,142,143,72,6,E,33,Badminton,park,461,0.75,0.91
143,143,144,43,1,D,29,Badminton,street,331,0.86,0.42
144,144,145,18,2,B,5,Basketball,Forest,392,0.44,0.17
145,145,146,59,2,C,17,Running,grassland,324,0.37,0.62
146,146,147,16,0,A,0,Badminton,Forest,193,0.0,0.0
147,147,148,74,4,B,2,Running,Forest,202,0.27,0.82
148,148,149,60,2,C,14,Running,street,580,0.92,0.73
149,149,150,23,0,A,0,Running,playground,430,0.0,0.0
150,150,151,75,3,D,26,Running,Forest,208,0.16,0.81
151,151,152,32,4,C,18,Running,playground,369,0.89,0.31
152,152,153,44,3,C,16,Basketball,street,767,0.99,0.42
153,153,154,53,6,C,16,Running,playground,396,0.4,0.75
154,154,155,51,6,E,37,Basketball,street,602,0.11,0.79
155,155,156,57,3,D,22,Badminton,playground,301,0.13,0.73
156,156,157,62,5,D,24,Basketball,playground,381,0.28,0.91
157,157,158,52,0,A,0,Basketball,playground,478,0.0,0.0
158,158,159,22,5,E,37,Basketball,Forest,374,0.3,0.1
159,159,160,28,4,C,14,Running,Forest,363,0.56,0.19
160,160,161,76,1,D,26,Badminton,park,432,0.82,1.0
161,161,162,50,4,E,34,Running,street,537,0.81,0.45
162,162,163,74,0,A,0,Badminton,Forest,191,0.0,0.0
163,163,164,16,3,E,35,Basketball,playground,457,0.22,0.1
164,164,165,17,5,B,7,Badminton,Forest,163,0.18,0.13
165,165,166,16,5,D,21,Running,playground,493,0.72,0.13
166,166,167,54,6,D,23,Badminton,park,434,0.34,0.69
167,167,168,16,3,E,41,Running,park,630,0.44,0.08
168,168,169,55,0,A,0,Basketball,park,772,0.0,0.0
169,169,170,59,6,D,28,Basketball,Forest,335,0.39,0.74
170,170,171,25,0,A,0,Badminton,Forest,105,0.0,0.0
171,171,172,39,0,A,0,Badminton,playground,254,0.0,0.0
172,172,173,63,5,C,12,Running,park,642,0.88,0.87
173,173,174,74,1,C,11,Basketball,park,751,0.88,0.83
174,174,175,58,2,B,5,Basketball,playground,452,0.97,0.73
175,175,176,45,1,B,8,Basketball,grassland,228,0.72,0.48
176,176,177,49,0,A,0,Badminton,playground,232,0.0,0.0
177,177,178,44,4,E,32,Running,Forest,364,0.49,0.49
178,178,179,42,6,D,25,Badminton,grassland,146,0.8,0.42
179,179,180,49,6,B,7,Running,street,543,0.42,0.55
180,180,181,60,6,B,2,Running,playground,302,0.41,0.75
181,181,182,16,4,E,36,Basketball,playground,328,0.74,0.02
182,182,183,35,6,B,2,Basketball,street,726,0.34,0.23
183,183,184,32,3,C,19,Badminton,park,431,0.62,0.3
184,184,185,19,1,E,32,Basketball,park,743,0.3,0.09
185,185,186,71,0,A,0,Running,street,664,0.0,0.0
186,186,187,78,2,D,22,Badminton,grassland,152,0.53,0.94
187,187,188,62,1,E,37,Basketball,grassland,203,0.88,0.81
188,188,189,28,6,C,12,Basketball,park,759,0.19,0.01
189,189,190,27,4,D,23,Basketball,Forest,334,0.52,0.1
190,190,191,44,4,D,28,Basketball,street,613,0.15,0.6
191,191,192,61,6,E,31,Basketball,playground,417,0.33,0.95
192,192,193,24,0,A,0,Running,park,555,0.0,0.0
193,193,194,32,2,D,23,Running,playground,471,0.66,0.25
194,194,195,50,6,E,31,Badminton,playground,284,0.34,0.58
195,195,196,31,5,B,2,Badminton,Forest,114,0.64,0.26
196,196,197,70,1,E,38,Badminton,playground,345,0.16,0.9
197,197,198,59,6,C,16,Badminton,Forest,177,0.72,0.77
198,198,199,17,2,D,25,Basketball,playground,354,0.87,0.18
199,199,200,25,4,E,36,Running,street,785,0.51,0.0
200,200,201,68,6,C,14,Basketball,grassland,359,0.74,0.8
201,201,202,34,6,B,6,Badminton,street,469,0.67,0.35
202,202,203,61,4,B,5,Badminton,street,447,0.92,0.9
203,203,204,36,4,B,6,Badminton,park,358,0.25,0.25
204,204,205,78,5,D,21,Running,street,799,0.68,0.91
205,205,206,28,0,A,0,Running,park,653,0.0,0.0
206,206,207,75,1,E,34,Badminton,grassland,130,0.7,0.99
207,207,208,33,4,B,5,Badminton,street,364,0.67,0.31
208,208,209,56,5,E,33,Running,playground,369,0.29,0.72
209,209,210,34,1,B,2,Badminton,Forest,138,0.57,0.27
210,210,211,69,2,D,27,Badminton,playground,228,0.6,0.91
211,211,212,49,2,B,5,Badminton,playground,373,0.4,0.58
212,212,213,73,4,C,14,Running,playground,310,0.84,0.84
213,213,214,16,4,B,8,Badminton,Forest,129,0.66,0.11
214,214,215,33,5,C,11,Badminton,playground,267,0.37,0.35
215,215,216,63,5,C,11,Basketball,street,537,0.56,0.81
216,216,217,31,1,C,11,Running,park,744,0.6,0.29
217,217,218,52,1,B,6,Badminton,Forest,195,0.17,0.76
218,218,219,43,6,C,15,Badminton,playground,321,0.79,0.49
219,219,220,66,2,D,24,Basketball,grassland,321,0.99,0.86
220,220,221,15,6,D,24,Badminton,Forest,129,0.43,0.04
221,221,222,19,4,E,37,Running,park,550,0.23,0.06
222,222,223,64,4,D,22,Running,street,544,0.82,0.88
223,223,224,70,5,B,4,Badminton,Forest,195,0.56,0.98
224,224,225,25,0,A,0,Running,Forest,352,0.0,0.0
225,225,226,61,0,A,0,Basketball,grassland,397,0.0,0.0
226,226,227,71,2,E,32,Running,grassland,339,0.43,0.86
227,227,228,73,1,E,40,Badminton,street,401,0.22,0.93
228,228,229,42,0,A,0,Badminton,street,394,0.0,0.0
229,229,230,69,0,A,0,Basketball,playground,494,0.0,0.0
230,230,231,64,2,D,29,Basketball,park,754,0.83,0.93
231,231,232,60,3,C,16,Running,grassland,365,0.34,0.63
232,232,233,16,6,D,24,Running,grassland,273,0.54,0.03
233,233,234,63,0,A,0,Basketball,street,690,0.0,0.0
234,234,235,18,6,E,35,Basketball,grassland,281,0.66,0.11
235,235,236,56,2,E,36,Basketball,playground,344,0.85,0.65
236,236,237,65,0,A,0,Badminton,street,452,0.0,0.0
237,237,238,66,5,E,34,Basketball,Forest,240,0.76,0.88
238,238,239,68,1,D,29,Badminton,playground,254,0.36,0.97
239,239,240,40,0,A,0,Badminton,park,310,0.0,0.0
240,240,241,74,0,A,0,Running,park,790,0.0,0.0
241,241,242,29,2,C,14,Running,playground,304,0.24,0.02
242,242,243,51,6,E,38,Basketball,street,589,0.66,0.67
243,243,244,27,0,A,0,Basketball,park,748,0.0,0.0
244,244,245,43,1,E,33,Basketball,street,562,0.95,0.58
245,245,246,64,3,C,17,Basketball,Forest,211,0.17,0.82
246,246,247,43,5,C,19,Basketball,street,773,0.74,0.53
247,247,248,44,0,A,0,Basketball,grassland,322,0.0,0.0
248,248,249,78,3,C,12,Running,park,715,0.55,0.83
249,249,250,28,5,E,32,Running,Forest,360,0.21,0.19
250,250,251,73,3,B,9,Badminton,playground,398,0.24,0.9
251,251,252,25,2,C,17,Basketball,street,784,0.43,0.04
252,252,253,73,2,E,32,Badminton,park,459,0.88,0.87
253,253,254,75,2,C,12,Basketball,park,745,0.21,0.89
254,254,255,78,5,E,40,Basketball,park,697,0.16,0.81
255,255,256,67,1,D,22,Basketball,street,603,0.68,0.88
256,256,257,62,1,C,16,Running,park,538,0.13,0.86
257,257,258,66,1,B,6,Running,street,684,0.8,0.9
258,258,259,77,4,C,19,Running,Forest,265,0.76,0.99
259,259,260,73,5,C,18,Basketball,grassland,379,0.37,0.96
260,260,261,26,4,B,9,Basketball,street,549,0.72,0.18
261,261,262,64,4,D,21,Basketball,park,691,0.3,0.92
262,262,263,77,0,A,0,Basketball,park,611,0.0,0.0
263,263,264,77,0,A,0,Basketball,Forest,212,0.0,0.0
264,264,265,18,3,D,27,Basketball,park,578,0.68,0.14
265,265,266,16,3,D,29,Basketball,Forest,206,0.83,0.09
266,266,267,39,4,B,1,Basketball,street,641,0.78,0.31
267,267,268,50,2,B,5,Badminton,Forest,188,0.31,0.52
268,268,269,36,2,C,12,Badminton,street,344,0.93,0.35
269,269,270,25,5,D,29,Badminton,street,457,0.4,0.06
270,270,271,71,4,D,28,Badminton,park,403,0.77,0.88
271,271,272,29,1,E,40,Basketball,grassland,235,0.88,0.06
272,272,273,47,4,E,39,Basketball,street,592,0.74,0.49
273,273,274,41,4,E,32,Running,park,729,0.56,0.58
274,274,275,29,1,D,25,Running,street,792,0.22,0.08
275,275,276,37,5,C,17,Running,playground,341,0.36,0.21
276,276,277,16,3,B,2,Running,park,566,0.84,0.01
277,277,278,62,4,E,32,Basketball,playground,459,0.82,0.85
278,278,279,78,4,D,27,Basketball,playground,302,0.8,0.81
279,279,280,57,2,D,26,Badminton,park,327,0.6,0.62
280,280,281,62,4,D,27,Running,street,563,0.82,0.91
281,281,282,43,5,D,28,Badminton,park,343,0.86,0.45
282,282,283,15,3,E,35,Basketball,grassland,265,0.69,0.08
283,283,284,72,2,E,35,Basketball,park,562,0.29,0.81
284,284,285,15,3,E,37,Badminton,Forest,168,0.33,0.13
285,285,286,37,6,C,16,Running,playground,488,0.5,0.23
286,286,287,56,0,A,0,Badminton,grassland,107,0.0,0.0
287,287,288,78,1,C,16,Badminton,playground,273,0.6,0.82
288,288,289,20,0,A,0,Basketball,street,789,0.0,0.0
289,289,290,75,1,E,39,Running,playground,365,0.98,0.92
290,290,291,79,3,B,3,Running,Forest,274,0.22,0.81
291,291,292,68,4,B,7,Running,street,717,0.6,0.85
292,292,293,31,0,A,0,Badminton,park,313,0.0,0.0
293,293,294,43,5,C,14,Badminton,playground,378,0.41,0.51
294,294,295,38,2,D,26,Basketball,park,709,0.38,0.32
295,295,296,45,1,D,27,Basketball,street,662,0.49,0.56
296,296,297,37,4,D,29,Running,Forest,257,0.36,0.34
297,297,298,45,5,E,38,Running,playground,409,0.95,0.48
298,298,299,58,4,D,26,Running,park,605,0.11,0.69
299,299,300,53,1,E,37,Running,grassland,313,0.12,0.63
300,300,301,55,0,A,0,Running,park,699,0.0,0.0
301,301,302,55,1,C,18,Basketball,playground,334,0.68,0.74
302,302,303,45,2,D,26,Running,street,631,0.51,0.6
303,303,304,64,4,C,14,Badminton,playground,376,0.9,0.86
304,304,305,17,3,E,36,Running,park,670,0.22,0.19
305,305,306,67,6,D,26,Running,Forest,348,0.81,0.85
306,306,307,29,2,D,25,Running,street,683,0.89,0.19
307,307,308,46,4,E,32,Basketball,street,547,0.53,0.56
308,308,309,17,2,C,13,Badminton,park,313,0.51,0.02
309,309,310,66,0,A,0,Badminton,street,408,0.0,0.0
310,310,311,47,3,E,31,Badminton,street,370,0.97,0.4
311,311,312,31,3,C,15,Basketball,park,583,0.24,0.24
312,312,313,26,2,B,3,Basketball,playground,456,0.89,0.11
313,313,314,61,5,C,14,Badminton,street,335,0.36,1.0
314,314,315,77,3,B,7,Basketball,grassland,235,0.46,0.82
315,315,316,20,1,E,34,Basketball,Forest,350,0.65,0.12
316,316,317,69,4,D,27,Badminton,grassland,115,0.3,0.85
317,317,318,51,1,E,34,Badminton,park,417,0.73,0.78
318,318,319,70,5,C,13,Basketball,playground,425,0.96,0.95
319,319,320,39,3,C,14,Basketball,street,600,0.89,0.37
320,320,321,72,3,E,32,Running,Forest,324,0.89,0.88
321,321,322,23,0,A,0,Running,grassland,222,0.0,0.0
322,322,323,58,1,D,27,Basketball,Forest,285,0.65,0.78
323,323,324,29,5,E,35,Badminton,park,460,0.7,0.07
324,324,325,42,1,E,31,Running,playground,330,0.23,0.52
325,325,326,33,6,D,29,Badminton,park,397,0.17,0.32
326,326,327,65,6,D,29,Badminton,grassland,199,0.34,0.93
327,327,328,64,0,A,0,Running,park,510,0.0,0.0
328,328,329,66,2,B,2,Badminton,park,371,0.92,0.99
329,329,330,16,6,B,9,Badminton,park,426,0.89,0.03
330,330,331,51,5,B,7,Badminton,street,338,0.91,0.61
331,331,332,43,0,A,0,Badminton,street,359,0.0,0.0
332,332,333,55,0,A,0,Badminton,grassland,173,0.0,0.0
333,333,334,21,0,A,0,Running,playground,479,0.0,0.0
334,334,335,65,0,A,0,Basketball,street,574,0.0,0.0
335,335,336,58,1,D,29,Basketball,playground,434,0.76,0.8
336,336,337,20,5,E,34,Badminton,Forest,199,0.19,0.11
337,337,338,51,0,A,0,Basketball,street,672,0.0,0.0
338,338,339,44,1,E,37,Badminton,playground,283,0.27,0.45
339,339,340,50,4,B,3,Basketball,Forest,293,0.73,0.55
340,340,341,56,6,B,4,Badminton,Forest,151,0.38,0.63
341,341,342,61,0,A,0,Basketball,park,521,0.0,0.0
342,342,343,48,6,C,16,Running,street,654,0.17,0.47
343,343,344,20,2,B,5,Basketball,Forest,236,0.28,0.08
344,344,345,58,0,A,0,Running,playground,301,0.0,0.0
345,345,346,71,5,E,37,Running,Forest,363,0.69,0.99
346,346,347,76,0,A,0,Badminton,street,403,0.0,0.0
347,347,348,51,1,D,22,Running,street,623,0.31,0.74
348,348,349,68,1,E,41,Badminton,street,426,0.57,0.8
349,349,350,16,2,B,4,Running,street,552,0.3,0.02
350,350,351,33,2,E,36,Basketball,street,747,0.28,0.34
351,351,352,63,6,B,2,Badminton,park,303,0.6,0.91
352,352,353,30,1,C,14,Basketball,grassland,377,0.26,0.01
353,353,354,76,4,E,39,Badminton,grassland,143,0.97,0.97
354,354,355,73,1,B,2,Basketball,Forest,265,0.74,0.86
355,355,356,75,2,E,38,Badminton,park,479,0.6,0.97
356,356,357,17,3,E,38,Running,street,526,0.59,0.15
357,357,358,35,6,D,22,Badminton,playground,344,0.49,0.3
358,358,359,66,2,E,32,Badminton,playground,372,0.97,0.82
359,359,360,17,5,E,32,Basketball,park,621,0.38,0.01
360,360,361,30,1,E,38,Badminton,park,328,0.46,0.05
361,361,362,70,6,C,14,Badminton,park,470,0.58,0.92
362,362,363,76,4,C,14,Running,street,642,0.26,0.86
363,363,364,17,3,E,33,Basketball,Forest,272,0.54,0.12
364,364,365,61,1,C,11,Running,street,759,0.95,0.9
365,365,366,34,6,B,6,Running,park,747,0.46,0.2
366,366,367,63,5,B,3,Basketball,Forest,282,0.79,0.9
367,367,368,55,2,B,2,Basketball,park,671,1.0,0.67
368,368,369,37,1,B,5,Basketball,park,717,0.44,0.21
369,369,370,64,2,B,5,Badminton,park,477,0.76,0.91
370,370,371,55,1,C,18,Basketball,grassland,344,0.87,0.71
371,371,372,62,0,A,0,Badminton,street,493,0.0,0.0
372,372,373,20,3,E,32,Basketball,Forest,223,0.32,0.04
373,373,374,41,6,C,13,Running,park,546,0.21,0.44
374,374,375,73,5,B,9,Basketball,park,619,0.85,0.98
375,375,376,51,1,E,34,Running,park,608,0.8,0.74
376,376,377,73,4,E,41,Running,grassland,269,0.2,0.83
377,377,378,18,1,B,3,Basketball,playground,392,0.57,0.07
378,378,379,73,0,A,0,Badminton,Forest,172,0.0,0.0
379,379,380,54,3,E,32,Badminton,Forest,123,0.73,0.65
380,380,381,68,5,E,33,Basketball,grassland,302,0.24,0.84
381,381,382,49,3,D,22,Badminton,grassland,154,0.41,0.53
382,382,383,27,1,C,15,Badminton,street,426,0.32,0.11
383,383,384,63,4,C,17,Basketball,Forest,316,0.56,0.97
384,384,385,47,5,E,37,Badminton,Forest,188,0.54,0.6
385,385,386,48,2,C,11,Running,Forest,348,0.51,0.58
386,386,387,77,4,B,6,Running,Forest,332,1.0,0.87
387,387,388,40,3,E,33,Running,Forest,394,0.74,0.4
388,388,389,18,2,D,21,Running,street,774,0.11,0.08
389,389,390,69,1,E,40,Running,street,524,0.6,0.84
390,390,391,66,0,A,0,Badminton,grassland,138,0.0,0.0
391,391,392,51,0,A,0,Running,park,657,0.0,0.0
392,392,393,77,0,A,0,Basketball,street,628,0.0,0.0
393,393,394,23,4,D,24,Running,playground,374,0.36,0.1
394,394,395,54,0,A,0,Basketball,park,782,0.0,0.0
395,395,396,15,2,D,25,Running,street,610,0.42,0.08
396,396,397,28,6,C,18,Basketball,playground,419,0.56,0.08
397,397,398,77,1,E,36,Badminton,playground,202,0.25,0.91
398,398,399,61,4,D,23,Badminton,grassland,117,0.85,0.85
399,399,400,43,0,A,0,Basketball,grassland,346,0.0,0.0
400,400,401,71,0,A,0,Badminton,playground,387,0.0,0.0
401,401,402,46,2,B,9,Basketball,park,561,0.95,0.49
402,402,403,42,2,B,5,Basketball,park,598,0.31,0.57
403,403,404,63,4,D,23,Running,street,769,0.28,0.98
404,404,405,34,2,E,37,Badminton,playground,383,0.38,0.28
405,405,406,42,4,D,26,Basketball,street,549,0.98,0.48
406,406,407,50,4,E,37,Basketball,Forest,354,0.46,0.43
407,407,408,43,4,B,7,Running,playground,343,0.91,0.56
408,408,409,79,4,B,2,Running,Forest,203,0.44,0.9
409,409,410,74,0,A,0,Running,park,631,0.0,0.0
410,410,411,26,5,E,40,Badminton,playground,213,0.71,0.0
411,411,412,57,6,B,3,Badminton,grassland,121,0.99,0.7
412,412,413,56,5,B,6,Badminton,Forest,141,0.92,0.77
413,413,414,44,2,E,36,Running,playground,482,0.74,0.48
414,414,415,27,2,E,39,Badminton,street,369,0.6,0.2
415,415,416,75,0,A,0,Running,playground,402,0.0,0.0
416,416,417,33,3,B,2,Running,playground,388,0.99,0.28
417,417,418,49,2,D,23,Badminton,park,358,0.61,0.47
418,418,419,63,4,D,24,Running,Forest,244,0.67,0.99
419,419,420,48,0,A,0,Basketball,street,588,0.0,0.0
420,420,421,63,5,C,18,Badminton,street,355,0.88,0.95
421,421,422,74,3,E,34,Running,playground,402,0.7,0.82
422,422,423,16,1,E,35,Badminton,Forest,131,0.93,0.17
423,423,424,33,0,A,0,Badminton,park,357,0.0,0.0
424,424,425,34,1,C,14,Badminton,street,451,0.53,0.4
425,425,426,44,6,C,12,Basketball,playground,452,0.58,0.49
426,426,427,26,0,A,0,Basketball,grassland,276,0.0,0.0
427,427,428,49,5,B,6,Basketball,Forest,215,0.32,0.54
428,428,429,75,4,B,1,Basketball,playground,382,0.55,0.9
429,429,430,27,5,D,21,Basketball,park,707,0.31,0.13
430,430,431,63,3,B,7,Basketball,grassland,243,0.22,0.83
431,431,432,59,0,A,0,Badminton,park,478,0.0,0.0
432,432,433,48,4,C,14,Badminton,grassland,164,0.11,0.43
433,433,434,24,4,D,22,Running,grassland,286,0.24,0.02
434,434,435,47,1,C,17,Badminton,playground,318,0.84,0.47
435,435,436,73,4,C,11,Basketball,grassland,377,0.37,0.91
436,436,437,46,3,C,16,Running,grassland,333,0.32,0.47
437,437,438,16,0,A,0,Basketball,Forest,283,0.0,0.0
438,438,439,18,4,E,39,Badminton,playground,225,0.78,0.04
439,439,440,56,0,A,0,Basketball,grassland,351,0.0,0.0
440,440,441,72,0,A,0,Running,street,618,0.0,0.0
441,441,442,29,0,A,0,Basketball,street,520,0.0,0.0
442,442,443,47,5,E,40,Running,grassland,200,0.88,0.56
443,443,444,60,5,D,27,Basketball,Forest,324,0.64,0.79
