,Unnamed: 0,player,age,days/week,run_type,km/day,shoes_type,place,mileage,wear_rate_tolerate,hurt_rate
122,122,123,71,1,C,14,Badminton,playground,239,0.68,0.82
123,123,124,19,7,E,42,Badminton,street,435,0.72,0.14
124,124,125,21,4,C,14,Basketball,park,726,0.84,0.11
125,125,126,19,2,B,8,Basketball,Forest,309,0.78,0.08
126,126,127,75,4,C,18,Running,playground,436,0.54,0.82
127,127,128,74,0,A,0,Badminton,Forest,193,0.0,0.0
128,128,129,53,1,B,1,Basketball,playground,439,0.65,0.61
129,129,130,71,3,C,15,Basketball,playground,469,0.38,0.98
130,130,131,18,0,A,0,Running,grassland,289,0.0,0.0
131,131,132,55,7,E,42,Basketball,playground,485,0.32,0.62
132,132,133,15,1,C,19,Basketball,street,663,0.11,0.1
133,133,134,32,5,B,8,Running,park,558,0.5,0.36
134,134,135,51,0,A,0,Badminton,playground,327,0.0,0.0
135,135,136,47,7,E,42,Running,playground,343,0.7,0.44
136,136,137,33,0,A,0,Running,playground,377,0.0,0.0
137,137,138,75,2,D,24,Badminton,street,390,0.52,0.8
138,138,139,20,0,A,0,Running,park,619,0.0,0.0
139,139,140,73,2,D,21,Running,street,720,0.52,0.87
140,140,141,31,7,E,42,Badminton,playground,391,0.6,0.35
141,141,142,60,4,D,27,Running,Forest,362,0.64,0.71
142,142,143,24,3,B,5,Basketball,park,607,0.65,0.07
143,143,144,35,0,A,0,Basketball,grassland,308,0.0,0.0
144,144,145,32,7,E,42,Running,playground,372,0.32,0.2
145,145,146,41,4,C,16,Basketball,Forest,291,0.29,0.53
146,146,147,22,2,D,25,Running,playground,320,0.79,0.08
147,147,148,46,0,A,0,Badminton,park,342,0.0,0.0
148,148,149,62,7,E,42,Running,park,665,0.65,0.89
149,149,150,73,6,B,1,Running,Forest,201,0.56,0.86
150,150,151,67,2,B,5,Basketball,Forest,396,0.37,0.95
151,151,152,61,4,D,28,Running,playground,479,0.67,0.89
152,152,153,20,4,B,6,Running,park,596,0.83,0.05
153,153,154,34,6,D,26,Running,park,710,0.29,0.38
154,154,155,31,0,A,0,Running,Forest,263,0.0,0.0
155,155,156,52,6,C,12,Badminton,Forest,127,0.27,0.79
156,156,157,62,6,C,18,Running,street,569,0.17,0.97
157,157,158,26,2,C,13,Running,playground,301,0.28,0.1
158,158,159,76,7,E,42,Running,grassland,256,0.47,0.82
159,159,160,39,1,D,28,Badminton,street,373,0.59,0.3
160,160,161,23,1,B,1,Badminton,Forest,163,0.97,0.17
161,161,162,54,1,D,25,Basketball,grassland,247,0.89,0.7
162,162,163,70,4,D,24,Basketball,grassland,353,0.37,0.9
163,163,164,79,0,A,0,Running,playground,326,0.0,0.0
164,164,165,43,6,C,14,Badminton,street,353,0.44,0.47
165,165,166,43,6,C,15,Basketball,playground,467,0.47,0.41
166,166,167,78,2,D,25,Basketball,street,536,0.54,0.85
167,167,168,77,5,C,15,Basketball,Forest,237,0.55,0.92
168,168,169,59,4,B,6,Basketball,Forest,311,0.56,0.75
169,169,170,67,6,D,24,Running,street,738,0.84,0.9
170,170,171,35,7,E,42,Basketball,playground,481,0.88,0.24
171,171,172,65,6,B,4,Basketball,grassland,380,0.4,0.94
172,172,173,56,7,E,42,Running,Forest,370,0.57,0.61
173,173,174,43,0,A,0,Running,street,786,0.0,0.0
174,174,175,67,7,E,42,Basketball,Forest,336,0.83,0.84
175,175,176,78,5,C,14,Running,grassland,314,0.54,0.93
176,176,177,79,3,D,23,Running,grassland,377,0.26,0.87
177,177,178,54,0,A,0,Running,street,617,0.0,0.0
178,178,179,37,3,D,29,Basketball,grassland,288,0.63,0.35
179,179,180,41,2,D,29,Running,grassland,328,0.54,0.44
180,180,181,77,2,C,19,Basketball,playground,355,0.66,0.82
181,181,182,66,2,B,2,Badminton,park,445,0.95,0.85
182,182,183,70,0,A,0,Badminton,playground,277,0.0,0.0
183,183,184,23,7,E,42,Basketball,grassland,302,0.54,0.02
184,184,185,60,6,B,9,Badminton,grassland,181,0.26,0.7
185,185,186,49,4,B,3,Running,grassland,365,0.3,0.5
186,186,187,30,7,E,42,Basketball,park,532,0.91,0.18
187,187,188,67,2,C,17,Basketball,Forest,362,0.34,0.82
188,188,189,32,3,C,11,Basketball,grassland,319,0.21,0.22
189,189,190,55,7,E,42,Running,playground,418,0.72,0.73
190,190,191,60,4,C,14,Badminton,street,489,0.35,0.74
191,191,192,45,7,E,42,Badminton,park,321,0.18,0.45
192,192,193,57,2,B,7,Running,Forest,244,0.54,0.75
193,193,194,69,5,C,14,Badminton,Forest,160,0.63,0.86
194,194,195,21,5,B,4,Badminton,grassland,112,0.41,0.17
195,195,196,31,2,B,6,Running,playground,464,0.48,0.22
196,196,197,36,6,C,16,Badminton,Forest,195,0.31,0.23
197,197,198,24,3,C,13,Basketball,street,513,0.63,0.15
198,198,199,78,3,C,18,Running,grassland,218,0.38,0.92
199,199,200,72,2,D,26,Basketball,park,521,0.64,0.81
200,200,201,71,0,A,0,Running,street,523,0.0,0.0
201,201,202,23,3,D,21,Basketball,street,698,0.25,0.14
202,202,203,64,0,A,0,Running,grassland,200,0.0,0.0
203,203,204,73,5,D,23,Basketball,playground,493,0.69,0.94
204,204,205,68,7,E,42,Running,playground,445,0.26,0.8
205,205,206,30,1,C,19,Badminton,park,483,0.97,0.0
206,206,207,21,5,D,25,Basketball,street,533,0.62,0.02
207,207,208,71,0,A,0,Badminton,playground,202,0.0,0.0
208,208,209,19,0,A,0,Basketball,street,539,0.0,0.0
209,209,210,54,1,C,15,Badminton,playground,326,0.75,0.6
210,210,211,42,7,E,42,Basketball,Forest,258,0.41,0.45
211,211,212,45,5,C,11,Basketball,street,525,0.76,0.43
212,212,213,29,1,C,13,Running,playground,385,0.41,0.11
213,213,214,20,6,D,27,Running,playground,442,0.86,0.0
214,214,215,70,7,E,42,Badminton,street,326,0.36,0.81
215,215,216,52,2,C,17,Running,street,573,0.5,0.62
216,216,217,34,4,B,9,Basketball,grassland,340,0.9,0.23
217,217,218,42,0,A,0,Badminton,street,464,0.0,0.0
218,218,219,70,6,B,2,Running,Forest,232,0.9,0.94
219,219,220,28,5,B,5,Running,park,577,0.57,0.06
220,220,221,69,4,C,14,Basketball,playground,390,0.59,0.92
221,221,222,40,1,D,29,Badminton,Forest,116,0.68,0.28
222,222,223,31,0,A,0,Basketball,playground,453,0.0,0.0
223,223,224,16,0,A,0,Badminton,grassland,158,0.0,0.0
224,224,225,32,6,C,12,Badminton,playground,204,0.75,0.26
225,225,226,59,5,C,15,Basketball,Forest,223,0.87,0.74
226,226,227,27,7,E,42,Running,Forest,226,0.21,0.03
227,227,228,27,0,A,0,Badminton,Forest,154,0.0,0.0
228,228,229,56,7,E,42,Basketball,grassland,275,0.34,0.67
229,229,230,69,2,B,9,Badminton,park,431,0.5,0.84
230,230,231,38,2,B,1,Basketball,Forest,314,0.95,0.22
231,231,232,59,4,D,29,Badminton,grassland,177,0.77,0.69
232,232,233,57,6,C,17,Running,playground,477,0.4,0.7
233,233,234,79,4,C,17,Running,street,630,0.68,0.97
234,234,235,21,1,B,6,Running,park,527,0.16,0.17
235,235,236,67,3,D,26,Badminton,Forest,174,0.58,0.88
236,236,237,57,2,D,26,Basketball,Forest,249,0.86,0.76
237,237,238,65,3,B,2,Running,park,754,0.97,0.84
238,238,239,67,3,D,24,Basketball,Forest,378,0.12,0.81
239,239,240,15,6,B,9,Basketball,park,766,0.47,0.16
240,240,241,40,1,D,28,Basketball,street,573,0.54,0.31
241,241,242,29,0,A,0,Basketball,playground,397,0.0,0.0
242,242,243,22,4,B,6,Running,street,766,0.31,0.02
243,243,244,59,0,A,0,Basketball,grassland,221,0.0,0.0
244,244,245,76,7,E,42,Running,park,718,0.12,0.82
245,245,246,17,5,D,29,Basketball,grassland,374,0.99,0.19
246,246,247,15,7,E,42,Basketball,playground,385,0.22,0.16
247,247,248,30,4,B,3,Basketball,park,514,0.39,0.05
248,248,249,43,1,D,23,Basketball,Forest,257,0.57,0.46
249,249,250,31,7,E,42,Badminton,park,445,0.6,0.27
250,250,251,54,0,A,0,Badminton,Forest,123,0.0,0.0
251,251,252,45,1,C,16,Running,Forest,258,0.67,0.42
252,252,253,56,3,D,27,Basketball,grassland,299,0.62,0.71
253,253,254,30,7,E,42,Running,Forest,315,0.85,0.16
254,254,255,47,7,E,42,Badminton,playground,337,0.13,0.55
255,255,256,33,4,D,23,Badminton,park,332,0.24,0.26
256,256,257,53,7,E,42,Running,playground,362,0.56,0.7
257,257,258,76,4,B,7,Basketball,grassland,346,0.63,0.92
258,258,259,45,0,A,0,Running,Forest,351,0.0,0.0
259,259,260,44,7,E,42,Running,park,676,0.94,0.55
260,260,261,19,7,E,42,Basketball,Forest,398,0.22,0.05
261,261,262,54,5,B,7,Basketball,grassland,244,0.47,0.74
262,262,263,39,0,A,0,Badminton,grassland,134,0.0,0.0
263,263,264,62,3,C,17,Badminton,park,484,0.69,0.94
264,264,265,17,0,A,0,Badminton,playground,307,0.0,0.0
265,265,266,52,7,E,42,Running,playground,462,0.58,0.63
266,266,267,18,7,E,42,Basketball,playground,452,0.17,0.2
267,267,268,22,2,C,12,Running,Forest,341,0.36,0.17
268,268,269,22,4,B,5,Basketball,street,664,0.36,0.01
269,269,270,76,0,A,0,Basketball,park,797,0.0,0.0
270,270,271,28,7,E,42,Basketball,Forest,396,0.86,0.07
271,271,272,44,5,B,4,Basketball,park,793,0.86,0.48
272,272,273,69,0,A,0,Running,grassland,221,0.0,0.0
273,273,274,70,6,D,23,Basketball,grassland,328,0.82,0.86
274,274,275,67,1,D,24,Basketball,grassland,290,0.28,0.8
275,275,276,53,4,D,24,Running,grassland,372,0.67,0.79
276,276,277,56,1,D,26,Badminton,park,493,0.29,0.72
277,277,278,55,0,A,0,Running,grassland,361,0.0,0.0
278,278,279,55,0,A,0,Basketball,park,501,0.0,0.0
279,279,280,21,1,C,17,Basketball,park,548,0.31,0.17
280,280,281,34,0,A,0,Running,Forest,323,0.0,0.0
281,281,282,49,0,A,0,Badminton,grassland,108,0.0,0.0
282,282,283,21,0,A,0,Basketball,grassland,352,0.0,0.0
283,283,284,30,7,E,42,Basketball,Forest,383,0.28,0.03
284,284,285,58,4,C,17,Running,grassland,299,0.89,0.65
285,285,286,52,1,C,12,Badminton,playground,262,0.31,0.71
286,286,287,27,1,B,4,Basketball,grassland,322,0.66,0.09
287,287,288,23,7,E,42,Running,park,702,0.94,0.14
288,288,289,77,5,D,26,Badminton,park,381,0.94,0.87
289,289,290,20,1,D,28,Badminton,street,452,0.55,0.04
290,290,291,57,5,C,11,Badminton,Forest,172,0.15,0.62
291,291,292,35,4,B,2,Basketball,Forest,384,0.16,0.34
292,292,293,69,0,A,0,Badminton,playground,339,0.0,0.0
293,293,294,29,4,B,4,Badminton,park,408,0.87,0.11
294,294,295,26,0,A,0,Running,Forest,399,0.0,0.0
295,295,296,42,0,A,0,Basketball,grassland,213,0.0,0.0
296,296,297,18,1,D,22,Running,Forest,214,0.7,0.05
297,297,298,39,5,B,7,Running,playground,441,0.39,0.37
298,298,299,54,5,C,16,Running,Forest,367,0.16,0.6
299,299,300,22,0,A,0,Badminton,grassland,162,0.0,0.0
