,Unnamed: 0,player,age,days/week,run_type,km/day,shoes_type,place,mileage,wear_rate_tolerate,hurt_rate
56,56,57,39,1,C,12,Running,Forest,221,0.73,0.29
57,57,58,63,5,D,28,Running,street,797,0.12,0.85
58,58,59,42,5,B,8,Basketball,grassland,260,0.33,0.56
59,59,60,44,1,D,28,Badminton,park,410,0.23,0.54
60,60,61,38,0,A,0,Basketball,Forest,256,0.0,0.0
61,61,62,22,1,B,4,Badminton,park,481,0.97,0.05
62,62,63,68,0,A,0,Basketball,park,720,0.0,0.0
63,63,64,59,6,C,16,Badminton,playground,307,0.13,0.67
64,64,65,68,2,C,16,Running,park,738,0.35,0.83
65,65,66,30,0,A,0,Running,Forest,227,0.0,0.0
66,66,67,64,6,B,3,Running,street,605,0.99,0.91
67,67,68,45,5,C,19,Running,park,596,0.1,0.49
68,68,69,16,6,C,12,Basketball,park,714,0.91,0.09
69,69,70,57,7,E,42,Badminton,playground,384,0.99,0.73
70,70,71,15,6,B,4,Basketball,street,590,0.97,0.05
71,71,72,37,6,D,24,Basketball,grassland,326,0.62,0.27
72,72,73,38,3,C,17,Running,grassland,268,0.65,0.24
73,73,74,23,6,B,4,Badminton,grassland,177,0.95,0.02
74,74,75,20,2,D,22,Badminton,playground,217,0.14,0.11
75,75,76,63,6,D,29,Badminton,Forest,106,0.43,0.86
76,76,77,69,4,B,4,Basketball,Forest,359,0.61,1.0
77,77,78,44,4,C,12,Running,park,605,0.39,0.43
78,78,79,43,5,D,25,Running,grassland,326,0.49,0.47
79,79,80,74,4,C,11,Badminton,Forest,179,0.7,0.94
80,80,81,15,2,B,5,Basketball,Forest,223,0.94,0.09
81,81,82,36,0,A,0,Running,park,632,0.0,0.0
82,82,83,57,0,A,0,Basketball,playground,325,0.0,0.0
83,83,84,58,3,C,15,Running,grassland,389,0.81,0.66
84,84,85,44,5,D,21,Basketball,Forest,380,0.84,0.46
85,85,86,25,5,D,24,Badminton,street,324,0.3,0.18
86,86,87,69,6,B,9,Basketball,playground,318,0.4,0.87
87,87,88,44,1,D,23,Running,park,777,0.35,0.51
88,88,89,46,5,B,6,Basketball,street,607,0.38,0.55
89,89,90,79,4,C,11,Badminton,park,386,0.62,0.99
90,90,91,36,5,C,16,Running,Forest,258,0.36,0.3
91,91,92,24,5,C,14,Running,street,782,0.39,0.0
92,92,93,69,1,B,2,Basketball,grassland,229,0.24,0.87
93,93,94,21,2,B,5,Running,Forest,275,0.16,0.09
94,94,95,34,5,C,12,Running,playground,338,1.0,0.28
95,95,96,70,0,A,0,Basketball,park,626,0.0,0.0
96,96,97,17,1,D,21,Badminton,grassland,152,0.2,0.17
97,97,98,67,2,D,27,Running,Forest,224,0.27,0.84
98,98,99,57,5,B,3,Running,playground,432,0.48,0.77
99,99,100,17,0,A,0,Basketball,park,604,0.0,0.0
100,100,101,64,0,A,0,Basketball,Forest,370,0.0,0.0
101,101,102,18,1,B,4,Badminton,playground,333,0.18,0.16
102,102,103,23,0,A,0,Basketball,park,521,0.0,0.0
103,103,104,50,6,C,11,Badminton,grassland,112,0.52,0.48
104,104,105,72,1,B,4,Badminton,Forest,136,0.88,0.81
105,105,106,16,2,C,13,Badminton,grassland,103,0.25,0.17
106,106,107,67,7,E,42,Basketball,grassland,269,0.62,0.84
107,107,108,45,7,E,42,Badminton,playground,321,0.85,0.44
108,108,109,52,1,B,2,Basketball,grassland,271,0.71,0.77
109,109,110,32,0,A,0,Running,park,701,0.0,0.0
110,110,111,63,0,A,0,Badminton,street,367,0.0,0.0
111,111,112,18,4,B,5,Basketball,grassland,360,0.97,0.17
112,112,113,72,3,B,9,Basketball,Forest,266,0.93,0.96
113,113,114,60,0,A,0,Running,Forest,283,0.0,0.0
114,114,115,48,5,C,11,Running,Forest,338,0.88,0.43
115,115,116,62,6,D,28,Badminton,street,474,0.58,0.99
116,116,117,44,5,C,12,Badminton,playground,262,0.43,0.56
117,117,118,72,2,C,12,Basketball,grassland,267,0.11,0.85
118,118,119,76,6,D,22,Badminton,grassland,119,0.24,0.86
119,119,120,20,6,D,28,Running,grassland,273,0.18,0.08
120,120,121,63,6,D,24,Running,Forest,265,0.56,0.95
121,121,122,27,7,E,42,Running,street,569,0.88,0.07
122,122,123,72,5,B,6,Basketball,grassland,295,0.2,0.91
123,123,124,41,1,C,16,Running,street,520,0.89,0.58
124,124,125,40,6,D,21,Badminton,park,373,0.37,0.35
125,125,126,57,4,D,23,Badminton,grassland,110,0.64,0.71
126,126,127,46,7,E,42,Running,playground,413,0.38,0.5
127,127,128,46,0,A,0,Badminton,Forest,102,0.0,0.0
128,128,129,17,4,D,28,Badminton,park,461,0.36,0.12
129,129,130,76,3,C,13,Running,grassland,233,0.12,0.89
130,130,131,43,4,C,13,Running,Forest,341,0.92,0.48
131,131,132,21,1,C,13,Running,grassland,290,0.13,0.1
132,132,133,22,7,E,42,Badminton,grassland,175,0.96,0.08
133,133,134,36,2,D,25,Badminton,Forest,150,0.22,0.2
134,134,135,65,0,A,0,Badminton,Forest,155,0.0,0.0
135,135,136,51,0,A,0,Running,Forest,202,0.0,0.0
136,136,137,24,3,B,9,Badminton,grassland,150,0.99,0.13
137,137,138,79,0,A,0,Badminton,park,460,0.0,0.0
138,138,139,50,6,C,11,Running,Forest,221,0.92,0.42
139,139,140,36,7,E,42,Badminton,playground,283,0.62,0.34
140,140,141,35,2,C,13,Running,street,776,0.22,0.25
141,141,142,38,7,E,42,Badminton,playground,249,0.5,0.37
142,142,143,21,6,B,3,Badminton,grassland,192,0.71,0.17
143,143,144,16,0,A,0,Basketball,grassland,244,0.0,0.0
144,144,145,27,3,D,26,Badminton,park,495,0.65,0.08
145,145,146,54,7,E,42,Basketball,Forest,389,0.95,0.74
146,146,147,64,3,B,2,Basketball,playground,410,0.83,0.94
147,147,148,55,4,B,8,Badminton,park,360,0.97,0.64
148,148,149,16,3,C,19,Badminton,street,318,0.25,0.15
149,149,150,78,6,B,8,Running,playground,351,0.13,0.97
150,150,151,31,4,C,17,Running,Forest,206,0.61,0.39
151,151,152,68,3,B,3,Basketball,Forest,235,0.36,1.0
152,152,153,52,0,A,0,Running,street,616,0.0,0.0
153,153,154,66,0,A,0,Badminton,street,467,0.0,0.0
154,154,155,17,1,B,9,Basketball,playground,374,0.74,0.11
155,155,156,43,6,B,1,Running,grassland,323,0.37,0.46
156,156,157,67,1,D,23,Badminton,street,466,0.96,0.94
157,157,158,23,2,C,17,Badminton,playground,345,0.5,0.18
158,158,159,18,0,A,0,Badminton,street,354,0.0,0.0
159,159,160,31,7,E,42,Badminton,grassland,152,0.33,0.31
160,160,161,55,6,D,24,Running,park,685,0.33,0.64
161,161,162,77,5,D,21,Badminton,grassland,192,0.15,0.83
162,162,163,25,1,B,2,Basketball,grassland,202,0.68,0.19
163,163,164,49,2,D,23,Badminton,park,357,0.56,0.41
164,164,165,50,1,C,16,Badminton,street,399,0.25,0.47
165,165,166,74,4,C,17,Basketball,playground,338,0.81,1.0
166,166,167,35,2,C,13,Basketball,park,738,0.53,0.38
167,167,168,28,2,D,29,Basketball,Forest,288,0.35,0.02
168,168,169,71,3,B,1,Basketball,street,660,0.43,0.96
169,169,170,38,3,C,19,Badminton,playground,296,0.35,0.23
170,170,171,28,6,D,28,Basketball,street,755,0.82,0.06
171,171,172,24,0,A,0,Running,playground,392,0.0,0.0
172,172,173,52,2,D,28,Running,park,765,0.43,0.79
173,173,174,70,0,A,0,Badminton,playground,303,0.0,0.0
174,174,175,53,1,C,18,Running,playground,305,0.39,0.75
175,175,176,53,6,B,5,Running,grassland,234,0.51,0.68
176,176,177,76,0,A,0,Basketball,park,524,0.0,0.0
177,177,178,26,2,D,27,Badminton,grassland,134,0.88,0.17
178,178,179,67,5,C,11,Badminton,grassland,183,0.48,0.87
179,179,180,76,7,E,42,Running,grassland,213,0.6,0.96
180,180,181,31,0,A,0,Running,Forest,354,0.0,0.0
181,181,182,39,6,B,4,Badminton,Forest,121,0.26,0.37
182,182,183,77,2,B,7,Badminton,Forest,195,0.18,0.93
183,183,184,17,4,D,21,Running,playground,417,0.13,0.0
184,184,185,63,7,E,42,Basketball,playground,344,0.2,0.99
185,185,186,52,2,B,7,Badminton,Forest,127,0.93,0.65
186,186,187,29,0,A,0,Badminton,park,337,0.0,0.0
187,187,188,29,0,A,0,Basketball,playground,330,0.0,0.0
188,188,189,22,0,A,0,Basketball,grassland,331,0.0,0.0
189,189,190,18,4,C,16,Running,playground,351,0.42,0.05
190,190,191,77,1,D,26,Running,grassland,217,0.89,0.82
191,191,192,17,0,A,0,Basketball,Forest,271,0.0,0.0
192,192,193,17,2,B,9,Running,Forest,287,0.51,0.02
193,193,194,79,0,A,0,Running,grassland,341,0.0,0.0
194,194,195,52,1,C,17,Running,park,536,0.28,0.71
195,195,196,47,0,A,0,Badminton,park,408,0.0,0.0
196,196,197,25,7,E,42,Running,Forest,293,0.32,0.03
197,197,198,35,5,D,21,Badminton,street,456,0.53,0.3
198,198,199,16,2,D,22,Badminton,grassland,149,0.49,0.09
199,199,200,53,1,C,12,Badminton,playground,348,0.84,0.65
200,200,201,59,2,C,18,Basketball,Forest,259,0.98,0.68
201,201,202,70,3,B,9,Basketball,playground,367,0.77,0.81
202,202,203,69,5,B,1,Running,street,668,0.33,0.81
203,203,204,19,6,C,16,Basketball,playground,363,0.9,0.16
204,204,205,69,5,B,5,Basketball,Forest,361,0.43,0.92
205,205,206,74,7,E,42,Badminton,Forest,185,0.65,0.96
206,206,207,62,7,E,42,Badminton,playground,216,0.86,0.92
207,207,208,67,1,C,17,Badminton,grassland,147,0.17,0.97
208,208,209,35,3,D,27,Badminton,playground,245,0.19,0.22
209,209,210,37,0,A,0,Running,park,779,0.0,0.0
210,210,211,60,5,B,8,Badminton,grassland,166,0.38,0.63
211,211,212,36,7,E,42,Basketball,park,505,0.31,0.24
212,212,213,61,1,D,22,Basketball,park,760,0.39,1.0
213,213,214,78,0,A,0,Badminton,Forest,104,0.0,0.0
214,214,215,25,0,A,0,Badminton,playground,319,0.0,0.0
215,215,216,54,7,E,42,Badminton,grassland,112,0.78,0.64
216,216,217,35,2,B,1,Basketball,grassland,316,0.72,0.22
217,217,218,23,2,C,17,Badminton,park,335,0.46,0.03
218,218,219,50,4,D,22,Running,park,601,0.33,0.47
219,219,220,73,5,D,23,Basketball,park,507,0.33,0.92
220,220,221,70,5,D,22,Basketball,street,740,0.59,0.94
221,221,222,26,4,B,4,Badminton,playground,305,0.9,0.05
222,222,223,39,7,E,42,Badminton,grassland,149,0.43,0.36
223,223,224,24,0,A,0,Basketball,park,652,0.0,0.0
224,224,225,58,6,D,26,Basketball,street,637,0.94,0.78
225,225,226,22,2,C,19,Running,grassland,245,0.71,0.12
226,226,227,50,5,B,6,Badminton,street,411,0.37,0.41
227,227,228,65,2,B,1,Badminton,grassland,110,0.46,0.86
228,228,229,20,6,D,24,Basketball,park,766,0.17,0.0
229,229,230,54,1,C,19,Running,grassland,367,0.11,0.63
230,230,231,28,1,D,27,Badminton,Forest,120,0.46,0.19
231,231,232,55,1,D,28,Running,playground,305,0.5,0.64
232,232,233,18,1,B,7,Running,park,554,0.45,0.2
233,233,234,75,4,B,1,Basketball,playground,377,0.85,0.88
234,234,235,16,6,D,27,Basketball,street,737,0.45,0.1
235,235,236,52,0,A,0,Basketball,Forest,382,0.0,0.0
236,236,237,39,1,B,5,Running,Forest,324,0.19,0.24
237,237,238,43,3,C,12,Badminton,playground,283,0.89,0.51
238,238,239,65,6,D,29,Badminton,street,313,0.94,0.84
239,239,240,24,7,E,42,Badminton,Forest,150,0.31,0.04
240,240,241,19,2,B,2,Running,playground,362,0.42,0.13
241,241,242,32,1,B,3,Basketball,grassland,261,0.42,0.25
242,242,243,58,0,A,0,Basketball,park,505,0.0,0.0
243,243,244,46,7,E,42,Basketball,grassland,371,0.69,0.47
244,244,245,16,6,B,3,Running,park,566,0.4,0.04
245,245,246,45,5,C,11,Badminton,playground,314,0.55,0.48
246,246,247,36,0,A,0,Basketball,park,567,0.0,0.0
247,247,248,61,0,A,0,Running,playground,371,0.0,0.0
248,248,249,76,7,E,42,Basketball,grassland,311,0.85,0.92
249,249,250,67,4,C,16,Basketball,street,720,0.24,0.84
250,250,251,53,6,C,18,Basketball,Forest,321,0.71,0.75
251,251,252,48,7,E,42,Running,grassland,224,0.57,0.49
252,252,253,68,0,A,0,Running,Forest,363,0.0,0.0
253,253,254,38,4,C,13,Badminton,street,440,0.42,0.22
254,254,255,27,7,E,42,Basketball,playground,429,0.85,0.13
255,255,256,63,5,B,6,Badminton,street,415,0.96,0.8
256,256,257,45,0,A,0,Badminton,playground,218,0.0,0.0
257,257,258,17,3,B,8,Running,Forest,232,0.98,0.01
258,258,259,25,0,A,0,Running,Forest,264,0.0,0.0
259,259,260,58,4,D,29,Basketball,street,680,0.54,0.73
260,260,261,29,0,A,0,Badminton,street,302,0.0,0.0
261,261,262,43,2,D,21,Badminton,Forest,158,0.67,0.51
262,262,263,38,2,B,1,Running,street,535,0.95,0.2
263,263,264,72,0,A,0,Basketball,grassland,285,0.0,0.0
264,264,265,62,7,E,42,Running,Forest,364,0.66,0.97
265,265,266,46,4,B,1,Basketball,Forest,318,0.15,0.44
266,266,267,43,0,A,0,Basketball,playground,401,0.0,0.0
267,267,268,77,1,B,5,Basketball,grassland,383,0.77,0.86
268,268,269,32,3,D,26,Basketball,Forest,253,0.39,0.32
269,269,270,66,4,D,22,Basketball,park,659,0.81,0.88
270,270,271,15,4,B,7,Basketball,Forest,350,0.2,0.01
271,271,272,56,2,D,28,Running,Forest,363,0.92,0.63
272,272,273,16,3,B,1,Badminton,street,435,0.95,0.11
273,273,274,62,6,C,14,Running,grassland,230,0.92,0.99
274,274,275,45,0,A,0,Badminton,playground,208,0.0,0.0
275,275,276,23,7,E,42,Basketball,street,510,0.15,0.19
276,276,277,63,4,D,21,Basketball,playground,495,0.95,0.95
277,277,278,36,1,C,19,Badminton,street,360,0.67,0.22
278,278,279,60,1,C,16,Badminton,playground,385,0.62,0.71
279,279,280,61,1,D,21,Running,playground,393,0.13,0.96
280,280,281,40,5,B,5,Basketball,Forest,332,0.3,0.25
281,281,282,78,6,C,14,Basketball,playground,321,0.7,0.82
282,282,283,29,1,C,12,Basketball,playground,321,0.91,0.11
283,283,284,78,1,C,19,Basketball,grassland,316,0.4,0.81
284,284,285,45,7,E,42,Basketball,park,662,0.49,0.53
285,285,286,23,3,B,5,Badminton,playground,229,0.57,0.07
286,286,287,22,4,C,16,Basketball,street,509,0.57,0.03
287,287,288,19,1,D,22,Running,park,746,0.27,0.13
288,288,289,55,2,C,13,Badminton,playground,221,0.82,0.68
289,289,290,34,4,C,12,Basketball,grassland,355,0.29,0.25
290,290,291,67,6,D,29,Badminton,playground,311,0.65,0.96
291,291,292,40,0,A,0,Badminton,Forest,144,0.0,0.0
292,292,293,36,1,C,14,Badminton,grassland,151,0.93,0.25
293,293,294,69,5,B,4,Badminton,street,378,0.87,0.83
294,294,295,71,0,A,0,Basketball,grassland,232,0.0,0.0
295,295,296,79,7,E,42,Running,street,605,0.14,0.96
296,296,297,48,2,D,23,Badminton,park,460,0.5,0.56
297,297,298,53,6,B,4,Basketball,playground,438,0.28,0.61
298,298,299,24,0,A,0,Basketball,street,538,0.0,0.0
299,299,300,71,1,D,22,Badminton,grassland,121,0.65,0.99
