,Unnamed: 0,player,age,days/week,run_type,km/day,shoes_type,place,mileage,wear_rate_tolerate,hurt_rate
42,42,43,29,7,E,42,Badminton,Forest,105,0.6,0.16
43,43,44,68,6,C,11,Running,park,681,0.78,0.81
44,44,45,79,7,E,42,Badminton,Forest,166,0.51,0.81
45,45,46,27,7,E,42,Badminton,Forest,174,0.44,0.05
46,46,47,77,7,E,42,Basketball,playground,309,0.68,0.84
47,47,48,61,7,E,42,Basketball,street,608,0.16,0.86
48,48,49,52,7,E,42,Badminton,grassland,133,0.56,0.71
49,49,50,69,0,A,0,Running,Forest,222,0.0,0.0
50,50,51,77,2,B,1,Badminton,Forest,153,0.88,0.81
51,51,52,57,7,E,42,Basketball,grassland,348,0.15,0.74
52,52,53,58,7,E,42,Badminton,playground,388,0.91,0.78
53,53,54,71,7,E,42,Basketball,street,781,0.4,0.94
54,54,55,78,1,B,3,Badminton,playground,245,0.99,0.82
55,55,56,63,7,E,42,Running,Forest,359,0.57,0.95
56,56,57,52,7,E,42,Basketball,grassland,234,0.45,0.77
57,57,58,18,3,D,22,Basketball,street,529,0.88,0.09
58,58,59,69,7,E,42,Basketball,park,679,0.5,0.87
59,59,60,52,0,A,0,Basketball,park,669,0.0,0.0
60,60,61,35,2,B,6,Badminton,street,307,0.71,0.31
61,61,62,68,5,B,9,Running,Forest,333,0.48,0.93
62,62,63,38,7,E,42,Running,playground,425,0.32,0.25
63,63,64,46,7,E,42,Basketball,grassland,324,0.66,0.5
64,64,65,58,7,E,42,Basketball,park,565,0.68,0.77
65,65,66,73,7,E,42,Basketball,grassland,397,0.77,0.92
66,66,67,50,0,A,0,Running,park,780,0.0,0.0
67,67,68,77,7,E,42,Basketball,Forest,212,0.82,0.85
68,68,69,37,7,E,42,Basketball,park,608,0.64,0.37
69,69,70,63,0,A,0,Running,grassland,220,0.0,0.0
70,70,71,69,6,C,16,Badminton,park,431,0.71,0.8
71,71,72,35,7,E,42,Badminton,street,391,0.48,0.3
72,72,73,25,2,B,6,Basketball,grassland,313,0.89,0.11
73,73,74,22,2,D,24,Badminton,grassland,158,0.93,0.03
74,74,75,41,7,E,42,Running,street,789,0.85,0.58
75,75,76,67,0,A,0,Badminton,street,450,0.0,0.0
76,76,77,18,7,E,42,Running,Forest,337,0.61,0.13
77,77,78,65,7,E,42,Badminton,street,351,0.78,0.9
78,78,79,48,7,E,42,Running,grassland,396,0.45,0.47
79,79,80,22,2,C,18,Running,park,740,0.59,0.14
80,80,81,39,7,E,42,Basketball,street,599,0.35,0.29
81,81,82,52,0,A,0,Basketball,grassland,316,0.0,0.0
82,82,83,25,1,C,15,Running,playground,313,0.96,0.07
83,83,84,58,4,C,18,Badminton,park,401,0.53,0.64
84,84,85,41,6,D,28,Basketball,Forest,367,0.17,0.6
85,85,86,31,7,E,42,Running,park,626,0.78,0.28
86,86,87,23,7,E,42,Badminton,playground,237,0.67,0.03
87,87,88,18,7,E,42,Basketball,grassland,298,0.96,0.13
88,88,89,27,0,A,0,Basketball,park,573,0.0,0.0
89,89,90,77,6,D,25,Running,Forest,284,0.57,0.92
90,90,91,66,7,E,42,Basketball,park,603,0.35,0.98
91,91,92,16,5,C,19,Basketball,Forest,292,0.46,0.14
92,92,93,43,4,C,14,Basketball,street,628,0.95,0.52
93,93,94,57,7,E,42,Running,street,640,0.37,0.76
94,94,95,68,7,E,42,Running,park,596,0.91,0.86
95,95,96,29,2,B,1,Running,Forest,263,0.13,0.04
96,96,97,46,2,B,3,Badminton,grassland,149,0.44,0.59
97,97,98,22,7,E,42,Basketball,Forest,215,0.94,0.13
98,98,99,76,3,D,25,Basketball,playground,398,0.8,0.87
99,99,100,25,6,D,29,Running,playground,473,0.25,0.1
100,100,101,71,1,B,3,Badminton,street,323,0.74,0.96
101,101,102,23,7,E,42,Badminton,park,401,0.63,0.13
102,102,103,36,6,B,7,Running,Forest,257,0.5,0.39
103,103,104,19,0,A,0,Badminton,grassland,177,0.0,0.0
104,104,105,77,7,E,42,Running,grassland,380,0.83,0.91
105,105,106,48,2,C,14,Basketball,Forest,363,0.79,0.47
106,106,107,28,7,E,42,Running,playground,474,0.98,0.11
107,107,108,51,0,A,0,Basketball,playground,359,0.0,0.0
108,108,109,26,7,E,42,Running,grassland,268,0.46,0.09
109,109,110,51,7,E,42,Running,street,541,0.97,0.64
110,110,111,61,0,A,0,Badminton,grassland,162,0.0,0.0
111,111,112,25,7,E,42,Badminton,Forest,100,0.5,0.09
112,112,113,61,7,E,42,Badminton,street,450,0.76,0.89
113,113,114,66,7,E,42,Running,park,683,0.86,0.88
114,114,115,60,7,E,42,Running,street,623,0.13,0.67
115,115,116,47,7,E,42,Basketball,street,760,0.44,0.52
116,116,117,27,7,E,42,Basketball,park,751,0.97,0.07
117,117,118,59,0,A,0,Running,grassland,218,0.0,0.0
118,118,119,37,7,E,42,Basketball,street,643,0.49,0.31
119,119,120,32,7,E,42,Basketball,grassland,277,0.84,0.27
120,120,121,60,0,A,0,Running,park,651,0.0,0.0
121,121,122,28,7,E,42,Badminton,grassland,130,0.19,0.19
122,122,123,22,3,C,18,Badminton,playground,390,0.18,0.05
123,123,124,51,0,A,0,Badminton,playground,212,0.0,0.0
124,124,125,28,7,E,42,Running,grassland,358,0.33,0.04
125,125,126,23,7,E,42,Badminton,playground,330,0.79,0.08
126,126,127,72,7,E,42,Basketball,Forest,261,0.79,0.86
127,127,128,37,7,E,42,Running,playground,340,0.56,0.36
128,128,129,55,0,A,0,Badminton,playground,214,0.0,0.0
129,129,130,55,1,C,14,Badminton,grassland,180,0.92,0.79
130,130,131,68,0,A,0,Badminton,park,389,0.0,0.0
131,131,132,29,7,E,42,Running,grassland,261,0.14,0.13
132,132,133,26,7,E,42,Running,playground,458,0.24,0.13
133,133,134,21,0,A,0,Basketball,park,647,0.0,0.0
134,134,135,26,7,E,42,Badminton,playground,308,0.29,0.04
135,135,136,16,6,D,28,Badminton,street,496,0.4,0.19
136,136,137,24,7,E,42,Basketball,playground,419,0.21,0.18
137,137,138,61,4,D,23,Running,Forest,222,0.98,0.86
138,138,139,69,4,D,25,Badminton,Forest,118,0.49,1.0
139,139,140,61,6,C,18,Basketball,Forest,200,0.68,0.95
140,140,141,65,5,C,12,Running,grassland,335,0.51,0.91
141,141,142,68,7,E,42,Running,playground,301,0.5,0.94
142,142,143,63,7,E,42,Basketball,playground,383,0.56,0.87
143,143,144,57,7,E,42,Badminton,street,322,0.69,0.78
144,144,145,29,7,E,42,Basketball,playground,383,0.96,0.11
145,145,146,70,7,E,42,Basketball,grassland,358,0.16,0.92
146,146,147,43,1,C,19,Basketball,Forest,272,0.52,0.5
147,147,148,79,3,B,3,Basketball,playground,457,0.6,0.96
148,148,149,49,1,D,27,Basketball,park,663,0.42,0.6
149,149,150,44,2,B,2,Badminton,grassland,180,0.49,0.44
150,150,151,24,0,A,0,Basketball,street,783,0.0,0.0
151,151,152,47,7,E,42,Badminton,park,376,0.91,0.46
152,152,153,53,6,D,24,Running,Forest,340,0.11,0.73
153,153,154,29,0,A,0,Running,park,642,0.0,0.0
154,154,155,66,7,E,42,Running,street,609,0.16,0.93
155,155,156,25,4,C,19,Badminton,street,472,0.86,0.16
156,156,157,44,1,B,3,Basketball,grassland,249,0.42,0.56
157,157,158,30,7,E,42,Basketball,playground,315,0.85,0.05
158,158,159,67,0,A,0,Running,park,624,0.0,0.0
159,159,160,24,3,D,25,Basketball,Forest,250,0.24,0.13
160,160,161,37,7,E,42,Badminton,park,371,0.58,0.29
161,161,162,46,7,E,42,Basketball,Forest,235,0.19,0.56
162,162,163,66,2,B,3,Badminton,grassland,143,0.79,0.95
163,163,164,60,7,E,42,Running,playground,496,0.26,0.62
164,164,165,49,0,A,0,Badminton,street,372,0.0,0.0
165,165,166,56,5,D,24,Running,street,773,0.37,0.61
166,166,167,27,7,E,42,Running,street,791,0.19,0.01
167,167,168,66,3,D,21,Badminton,grassland,155,0.86,0.94
168,168,169,69,0,A,0,Running,playground,428,0.0,0.0
169,169,170,50,4,C,16,Badminton,Forest,191,0.85,0.49
170,170,171,22,0,A,0,Basketball,street,689,0.0,0.0
171,171,172,34,7,E,42,Basketball,street,659,0.84,0.2
172,172,173,74,7,E,42,Basketball,Forest,336,0.61,0.92
173,173,174,67,7,E,42,Basketball,street,781,0.46,0.97
174,174,175,66,7,E,42,Running,street,770,0.89,0.82
175,175,176,47,7,E,42,Badminton,park,365,0.98,0.4
176,176,177,64,7,E,42,Basketball,street,527,0.43,0.92
177,177,178,55,7,E,42,Running,grassland,257,0.62,0.69
178,178,179,70,7,E,42,Badminton,grassland,175,0.85,0.97
179,179,180,50,1,C,14,Basketball,park,532,0.64,0.55
180,180,181,42,2,D,23,Basketball,playground,406,0.47,0.5
181,181,182,45,1,D,26,Badminton,park,347,0.82,0.56
182,182,183,33,0,A,0,Basketball,playground,328,0.0,0.0
183,183,184,50,7,E,42,Badminton,Forest,180,0.46,0.58
184,184,185,39,5,B,3,Basketball,playground,355,0.42,0.4
185,185,186,17,4,B,3,Basketball,street,565,0.52,0.01
186,186,187,63,7,E,42,Basketball,playground,456,0.6,0.95
187,187,188,61,0,A,0,Basketball,park,679,0.0,0.0
188,188,189,74,7,E,42,Running,playground,432,0.24,0.92
189,189,190,50,4,C,12,Badminton,Forest,179,0.54,0.47
190,190,191,36,5,C,16,Basketball,park,702,0.21,0.24
191,191,192,66,7,E,42,Badminton,park,308,0.12,0.98
192,192,193,24,7,E,42,Basketball,Forest,278,0.21,0.03
193,193,194,72,3,D,22,Badminton,grassland,196,0.33,0.99
194,194,195,25,4,C,19,Running,Forest,273,0.64,0.11
195,195,196,52,7,E,42,Basketball,playground,386,0.91,0.75
196,196,197,77,3,B,4,Basketball,playground,306,0.95,0.83
197,197,198,69,0,A,0,Running,Forest,218,0.0,0.0
198,198,199,44,1,B,8,Running,street,704,0.49,0.49
199,199,200,31,7,E,42,Running,playground,349,0.37,0.39
200,200,201,71,6,C,12,Basketball,playground,433,0.7,0.95
201,201,202,70,6,D,24,Running,grassland,348,0.22,0.81
202,202,203,79,7,E,42,Basketball,grassland,363,0.56,0.93
203,203,204,79,0,A,0,Basketball,playground,439,0.0,0.0
204,204,205,67,7,E,42,Running,park,521,0.59,0.93
205,205,206,40,3,D,21,Running,Forest,334,0.79,0.29
206,206,207,76,7,E,42,Running,playground,464,0.47,0.95
207,207,208,53,4,B,7,Basketball,Forest,358,0.75,0.7
208,208,209,38,7,E,42,Running,grassland,254,0.82,0.32
209,209,210,33,7,E,42,Running,Forest,254,0.6,0.21
210,210,211,58,4,B,2,Running,park,796,0.52,0.68
211,211,212,77,7,E,42,Badminton,grassland,176,0.35,0.86
212,212,213,47,7,E,42,Running,park,531,0.57,0.44
213,213,214,19,5,D,28,Basketball,playground,471,0.96,0.05
214,214,215,71,7,E,42,Running,park,619,0.48,0.81
215,215,216,59,5,B,8,Badminton,park,495,0.62,0.79
216,216,217,23,7,E,42,Basketball,playground,495,0.78,0.07
217,217,218,70,7,E,42,Running,park,683,0.45,0.89
218,218,219,21,0,A,0,Badminton,Forest,197,0.0,0.0
219,219,220,24,4,B,9,Badminton,park,368,0.35,0.13
220,220,221,31,4,B,7,Basketball,playground,414,0.99,0.35
221,221,222,39,4,D,25,Basketball,street,555,0.65,0.27
222,222,223,41,3,C,12,Running,park,662,0.78,0.53
223,223,224,26,0,A,0,Basketball,grassland,293,0.0,0.0
224,224,225,32,0,A,0,Basketball,grassland,391,0.0,0.0
225,225,226,59,5,C,18,Badminton,grassland,163,0.29,0.63
226,226,227,35,7,E,42,Basketball,street,540,0.54,0.2
227,227,228,78,7,E,42,Running,playground,429,0.13,0.9
228,228,229,20,7,E,42,Badminton,Forest,163,0.81,0.02
229,229,230,25,6,B,7,Badminton,playground,230,0.26,0.2
230,230,231,63,1,C,11,Basketball,park,738,0.36,0.89
231,231,232,53,3,D,25,Badminton,park,336,0.79,0.73
232,232,233,33,4,D,28,Badminton,grassland,113,0.25,0.37
233,233,234,68,5,B,6,Badminton,Forest,120,0.11,0.97
234,234,235,55,7,E,42,Basketball,park,743,0.28,0.79
235,235,236,71,7,E,42,Basketball,park,736,0.74,0.96
236,236,237,52,2,B,2,Badminton,park,405,0.6,0.64
237,237,238,39,7,E,42,Running,park,633,0.8,0.2
238,238,239,36,7,E,42,Running,playground,370,0.97,0.32
239,239,240,24,3,C,14,Basketball,street,571,0.36,0.15
240,240,241,73,7,E,42,Running,park,517,0.37,0.99
241,241,242,78,7,E,42,Basketball,street,652,0.72,0.98
242,242,243,75,7,E,42,Basketball,street,510,0.77,1.0
243,243,244,42,2,C,17,Basketball,street,783,0.83,0.43
244,244,245,70,7,E,42,Running,street,524,0.5,0.86
245,245,246,33,0,A,0,Badminton,street,313,0.0,0.0
246,246,247,50,7,E,42,Badminton,playground,379,0.93,0.59
247,247,248,71,6,D,22,Badminton,grassland,100,0.8,0.91
248,248,249,45,7,E,42,Badminton,Forest,177,0.16,0.53
249,249,250,28,5,B,5,Running,Forest,317,0.38,0.2
250,250,251,41,7,E,42,Running,Forest,376,0.39,0.59
251,251,252,61,7,E,42,Badminton,park,394,0.91,1.0
252,252,253,31,7,E,42,Running,playground,319,0.91,0.31
253,253,254,59,7,E,42,Badminton,street,395,0.93,0.76
254,254,255,35,2,C,13,Basketball,street,793,0.37,0.29
255,255,256,78,7,E,42,Basketball,street,791,0.11,0.81
256,256,257,29,7,E,42,Basketball,street,577,0.66,0.15
257,257,258,66,7,E,42,Running,park,771,0.88,0.8
258,258,259,41,7,E,42,Badminton,street,446,0.99,0.5
259,259,260,15,7,E,42,Running,park,655,0.75,0.09
260,260,261,72,1,B,9,Running,grassland,324,0.63,0.96
261,261,262,28,7,E,42,Badminton,playground,314,0.23,0.17
262,262,263,59,7,E,42,Basketball,park,608,0.77,0.77
263,263,264,39,2,D,23,Running,street,539,0.19,0.31
264,264,265,79,7,E,42,Badminton,Forest,155,0.67,1.0
265,265,266,58,7,E,42,Basketball,street,759,0.75,0.78
266,266,267,76,4,C,15,Badminton,park,331,0.57,0.97
267,267,268,38,0,A,0,Basketball,Forest,317,0.0,0.0
268,268,269,18,1,B,6,Basketball,playground,378,0.88,0.15
269,269,270,26,7,E,42,Running,park,537,0.15,0.06
270,270,271,48,7,E,42,Badminton,grassland,135,0.3,0.46
271,271,272,64,6,B,8,Badminton,street,443,0.37,0.94
272,272,273,17,7,E,42,Badminton,playground,354,0.4,0.09
273,273,274,68,7,E,42,Badminton,grassland,167,0.23,0.87
274,274,275,73,1,C,13,Running,playground,304,0.19,0.92
275,275,276,20,7,E,42,Running,park,787,0.96,0.12
276,276,277,71,2,B,6,Badminton,street,402,0.12,0.89
277,277,278,66,7,E,42,Badminton,street,410,0.53,0.89
278,278,279,56,1,C,13,Basketball,park,505,0.16,0.63
279,279,280,15,3,C,15,Badminton,Forest,174,0.34,0.16
280,280,281,37,0,A,0,Running,playground,443,0.0,0.0
281,281,282,21,0,A,0,Basketball,street,734,0.0,0.0
282,282,283,30,5,D,27,Badminton,playground,208,0.93,0.05
283,283,284,78,0,A,0,Badminton,grassland,192,0.0,0.0
284,284,285,63,7,E,42,Running,grassland,222,0.92,0.98
285,285,286,74,7,E,42,Basketball,Forest,213,0.39,0.83
286,286,287,61,7,E,42,Badminton,Forest,197,0.26,0.82
287,287,288,51,3,C,16,Running,grassland,298,0.6,0.79
288,288,289,39,5,B,3,Running,Forest,394,0.92,0.28
289,289,290,32,5,D,28,Badminton,street,372,0.46,0.21
290,290,291,38,7,E,42,Basketball,grassland,234,0.82,0.29
291,291,292,27,5,B,3,Running,park,748,0.17,0.08
292,292,293,15,3,D,22,Badminton,Forest,152,0.24,0.14
293,293,294,79,7,E,42,Badminton,park,374,0.95,0.98
294,294,295,33,7,E,42,Badminton,street,345,0.4,0.28
295,295,296,17,0,A,0,Badminton,playground,299,0.0,0.0
296,296,297,19,7,E,42,Badminton,grassland,133,0.54,0.09
297,297,298,60,7,E,42,Badminton,park,334,0.58,0.63
298,298,299,55,2,C,17,Badminton,grassland,171,0.96,0.69
299,299,300,29,2,B,8,Badminton,playground,243,0.86,0.14
